review_decision,corrected_label,corrected_text,notes,entity_id,sentence_id,package_id,document_number,label,text,start,end,confidence,source_probes,quality_flags,row_quality_flags,left_context,right_context,sentence_text
,,,,ent_4c7433e010fbfa29,156_2024_nd_cp.phu_luc_iv_thong_bao_ket_qua_lua_chon_to_chuc_hanh_nghe_dau_gia_tai_san.table_2.row_37.passage.s001,156_2024_NDCP,156/2024/ND-CP,DOCUMENT_OR_PERMIT,"Bộ phận chuyên trách giải đáp thắc mắc, khiếu nại, tố cáo, kiến nghị, góp ý của khách hàng và chủ tài sản",4,109,0.9,entities_probe_2000,,table_like_sentence,4 | , | …..,"4 | Bộ phận chuyên trách giải đáp thắc mắc, khiếu nại, tố cáo, kiến nghị, góp ý của khách hàng và chủ tài sản | ….."
,,,,ent_ee2504cf1e6891e2,156_2024_nd_cp.phu_luc_iv_thong_bao_ket_qua_lua_chon_to_chuc_hanh_nghe_dau_gia_tai_san.table_2.row_46.passage.s001,156_2024_NDCP,156/2024/ND-CP,DOCUMENT_OR_PERMIT,Từ 50 đến 70 nhân viên,6,28,0.9,entities_probe_2000,,table_like_sentence,6.2 | , | …..,6.2 | Từ 50 đến 70 nhân viên | …..
,,,,ent_884b619db948b2b7,156_2024_nd_cp.phu_luc_i_bang_tieu_chi_danh_gia_cham_diem_to_chuc_hanh_nghe_dau_gia_tai_san.table_1.row_70.passage.s001,156_2024_NDCP,156/2024/ND-CP,REGULATED_SUBJECT,Tổ chức hành nghề đấu giá tài sản,0,33,0.9,entities_probe_2000,,table_like_sentence,," phải đáp ứng đồng thời các mục 1, 2, 3 và 4 mới được đánh giá là đạt. Thiếu 1 trong số cá","Tổ chức hành nghề đấu giá tài sản phải đáp ứng đồng thời các mục 1, 2, 3 và 4 mới được đánh giá là đạt. Thiếu 1 trong số các mục trên không đủ điều kiện được lựa chọn"
,,,,ent_2612c7f2d4930fe8,156_2024_nd_cp.phu_luc_i_bang_tieu_chi_danh_gia_cham_diem_to_chuc_hanh_nghe_dau_gia_tai_san.table_1.row_70.passage.s001,156_2024_NDCP,156/2024/ND-CP,DOCUMENT_OR_PERMIT,được đánh giá là đạt,82,102,0.9,entities_probe_2000,,table_like_sentence,"Tổ chức hành nghề đấu giá tài sản phải đáp ứng đồng thời các mục 1, 2, 3 và 4 mới ",. Thiếu 1 trong số các mục trên không đủ điều kiện được lựa chọn,"Tổ chức hành nghề đấu giá tài sản phải đáp ứng đồng thời các mục 1, 2, 3 và 4 mới được đánh giá là đạt. Thiếu 1 trong số các mục trên không đủ điều kiện được lựa chọn"
,,,,ent_70da13a6dcb46ded,156_2024_nd_cp.phu_luc_i_bang_tieu_chi_danh_gia_cham_diem_to_chuc_hanh_nghe_dau_gia_tai_san.table_1.row_70.passage.s001,156_2024_NDCP,156/2024/ND-CP,DOCUMENT_OR_PERMIT,đủ điều kiện được lựa chọn,140,166,0.9,entities_probe_2000,,table_like_sentence,"g thời các mục 1, 2, 3 và 4 mới được đánh giá là đạt. Thiếu 1 trong số các mục trên không ",,"Tổ chức hành nghề đấu giá tài sản phải đáp ứng đồng thời các mục 1, 2, 3 và 4 mới được đánh giá là đạt. Thiếu 1 trong số các mục trên không đủ điều kiện được lựa chọn"
,,,,ent_5c1bc155db02caf7,156_2024_nd_cp.phu_luc_iv_thong_bao_ket_qua_lua_chon_to_chuc_hanh_nghe_dau_gia_tai_san.table_2.row_69.passage.s001,156_2024_NDCP,156/2024/ND-CP,AUTHORITY,cơ quan có thẩm quyền,28,49,0.9,entities_probe_2000,,table_like_sentence,4 | Có văn bản xác nhận của ," về việc không nợ thuế, bảo hiểm xã hội (tính tới thời điểm nộp hồ sơ)","4 | Có văn bản xác nhận của cơ quan có thẩm quyền về việc không nợ thuế, bảo hiểm xã hội (tính tới thời điểm nộp hồ sơ)"
,,,,ent_e16dd25cf0d24257,156_2024_nd_cp.phu_luc_ii_yeu_cau_tinh_nang_ky_thuat_trang_thong_tin_dau_gia_truc_tuyen.table_2.row_48.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,quy chế đấu giá,23,38,0.8,entities_probe_2000,,table_like_sentence,44 | Xác nhận tuân thủ , khi đăng ký đấu giá*,44 | Xác nhận tuân thủ quy chế đấu giá khi đăng ký đấu giá*
,,,,ent_f81239c71170b21d,156_2024_nd_cp.phu_luc_ii_yeu_cau_tinh_nang_ky_thuat_trang_thong_tin_dau_gia_truc_tuyen.table_3.row_7.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,Đổi mật khẩu,4,16,0.8,entities_probe_2000,,table_like_sentence,5 | , khi đăng nhập lần đầu,5 | Đổi mật khẩu khi đăng nhập lần đầu
,,,,ent_fdb477d3976eede4,156_2024_nd_cp.phu_luc_ii_yeu_cau_tinh_nang_ky_thuat_trang_thong_tin_dau_gia_truc_tuyen.table_3.row_34.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,Điều hành cuộc đấu giá theo thời gian thực,5,47,0.8,entities_probe_2000,,table_like_sentence,30 | ,*,30 | Điều hành cuộc đấu giá theo thời gian thực*
,,,,ent_21d272f5fa4a9c2e,158_2024_nd_cp.mau_so_06_giay_phep_lien_van_giua_viet_nam_va_lao.table_3.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,VEHICLE_TYPE,Xe tải (truck),0,14,0.9,entities_probe_2000,,table_like_sentence,, □ | Xe khách (Bus) □ | Xe khác (Others) □,Xe tải (truck) □ | Xe khách (Bus) □ | Xe khác (Others) □
,,,,ent_7d31726bff476af2,158_2024_nd_cp.mau_so_06_giay_phep_lien_van_giua_viet_nam_va_lao.table_3.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,VEHICLE_TYPE,Xe khách (Bus),19,33,0.9,entities_probe_2000,,table_like_sentence,Xe tải (truck) □ | , □ | Xe khác (Others) □,Xe tải (truck) □ | Xe khách (Bus) □ | Xe khác (Others) □
,,,,ent_9d43571b86d173fe,158_2024_nd_cp.mau_so_06_giay_phep_lien_van_giua_viet_nam_va_lao.table_3.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,VEHICLE_TYPE,Xe khác (Others),38,54,0.9,entities_probe_2000,,table_like_sentence,Xe tải (truck) □ | Xe khách (Bus) □ | , □,Xe tải (truck) □ | Xe khách (Bus) □ | Xe khác (Others) □
,,,,ent_ce36835f26762a26,158_2024_nd_cp.mau_so_08_giay_dang_ky_bo_sung_ngung_phuong_tien_van_tai_hanh_khach_co_dinh.table_2.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,VEHICLE_IDENTIFIER,Biển kiểm soát xe,5,22,0.9,entities_probe_2000,,table_like_sentence,TT | , | Tên đăng ký sở hữu (sử dụng) xe | Loại xe | Số ghế | Năm sản xuất | Cửa khẩu xuất - nhậ,TT | Biển kiểm soát xe | Tên đăng ký sở hữu (sử dụng) xe | Loại xe | Số ghế | Năm sản xuất | Cửa khẩu xuất - nhập
,,,,ent_2831857f7ab73d3f,158_2024_nd_cp.mau_so_08_giay_dang_ky_bo_sung_ngung_phuong_tien_van_tai_hanh_khach_co_dinh.table_2.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,VEHICLE_TYPE,Loại xe,59,66,0.9,entities_probe_2000,,table_like_sentence,TT | Biển kiểm soát xe | Tên đăng ký sở hữu (sử dụng) xe | , | Số ghế | Năm sản xuất | Cửa khẩu xuất - nhập,TT | Biển kiểm soát xe | Tên đăng ký sở hữu (sử dụng) xe | Loại xe | Số ghế | Năm sản xuất | Cửa khẩu xuất - nhập
,,,,ent_c5acc94cb71f8815,158_2024_nd_cp.mau_so_08_giay_dang_ky_bo_sung_ngung_phuong_tien_van_tai_hanh_khach_co_dinh.table_2.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,TECHNICAL_REQUIREMENT,Số ghế,69,75,0.9,entities_probe_2000,,table_like_sentence,TT | Biển kiểm soát xe | Tên đăng ký sở hữu (sử dụng) xe | Loại xe | , | Năm sản xuất | Cửa khẩu xuất - nhập,TT | Biển kiểm soát xe | Tên đăng ký sở hữu (sử dụng) xe | Loại xe | Số ghế | Năm sản xuất | Cửa khẩu xuất - nhập
,,,,ent_8e9c2662d8a77a95,158_2024_nd_cp.mau_so_08_giay_dang_ky_bo_sung_ngung_phuong_tien_van_tai_hanh_khach_co_dinh.table_2.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,TECHNICAL_REQUIREMENT,Năm sản xuất,78,90,0.9,entities_probe_2000,,table_like_sentence,TT | Biển kiểm soát xe | Tên đăng ký sở hữu (sử dụng) xe | Loại xe | Số ghế | , | Cửa khẩu xuất - nhập,TT | Biển kiểm soát xe | Tên đăng ký sở hữu (sử dụng) xe | Loại xe | Số ghế | Năm sản xuất | Cửa khẩu xuất - nhập
,,,,ent_6de6e0f700cc0c14,158_2024_nd_cp.mau_so_08_giay_dang_ky_bo_sung_ngung_phuong_tien_van_tai_hanh_khach_co_dinh.table_2.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,LOCATION_OR_ROAD_CONTEXT,Cửa khẩu xuất - nhập,93,113,0.9,entities_probe_2000,,table_like_sentence,| Biển kiểm soát xe | Tên đăng ký sở hữu (sử dụng) xe | Loại xe | Số ghế | Năm sản xuất | ,,TT | Biển kiểm soát xe | Tên đăng ký sở hữu (sử dụng) xe | Loại xe | Số ghế | Năm sản xuất | Cửa khẩu xuất - nhập
,,,,ent_eb05d729e0d60b1d,158_2024_nd_cp.mau_so_09_phuong_an_khai_thac_tuyen_van_tai_hanh_khach_co_dinh_giua_viet_nam_va_lao.text_39.passage.s001,158_2024_NDCP,158/2024/ND-CP,REGULATED_SUBJECT,Lái xe,3,9,0.9,entities_probe_2000,,,5. ,", nhân viên phục vụ trên xe","5. Lái xe, nhân viên phục vụ trên xe"
,,,,ent_ea7e7f9d14d1b877,158_2024_nd_cp.mau_so_09_phuong_an_khai_thac_tuyen_van_tai_hanh_khach_co_dinh_giua_viet_nam_va_lao.text_39.passage.s001,158_2024_NDCP,158/2024/ND-CP,REGULATED_SUBJECT,nhân viên phục vụ trên xe,11,36,0.9,entities_probe_2000,,,"5. Lái xe, ",,"5. Lái xe, nhân viên phục vụ trên xe"
,,,,ent_c507280fb5708950,158_2024_nd_cp.mau_so_10_giay_de_nghi_gioi_thieu_cap_giay_phep_van_tai_loai_d.field_ddien_thoai_44.passage.s001,158_2024_NDCP,158/2024/ND-CP,DOCUMENT_OR_PERMIT,Điện thoại,0,10,0.9,entities_probe_2000,,,,:.........................................................................................,Điện thoại:...................................................................................................
,,,,ent_4c82f7a99a442768,158_2024_nd_cp.mau_so_14_phuong_an_khai_thac_tuyen_van_tai_hanh_khach_dinh_ky_giua_vn_tq.text_49.passage.s001,158_2024_NDCP,158/2024/ND-CP,CONDITION,điều kiện về sức khỏe,8,29,0.9,entities_probe_2000,,,- Có đủ ,,- Có đủ điều kiện về sức khỏe
,,,,ent_8804487c5f2fca8b,158_2024_nd_cp.mau_so_07_giay_phep_lien_van_giua_vietnam_va_campuchia_cho_phuong_tien_phi_thuong_mai.table_4.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,AUTHORITY,HẢI QUAN (CUSTOMS),0,18,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,, | HẢI QUAN (CUSTOMS) | BIÊN PHÒNG (BORDER GUARDS) | BIÊN PHÒNG (BORDER GUARDS),HẢI QUAN (CUSTOMS) | HẢI QUAN (CUSTOMS) | BIÊN PHÒNG (BORDER GUARDS) | BIÊN PHÒNG (BORDER GUARDS)
,,,,ent_0404d00298d139aa,158_2024_nd_cp.mau_so_07_giay_phep_lien_van_giua_vietnam_va_campuchia_cho_phuong_tien_phi_thuong_mai.table_4.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,AUTHORITY,BIÊN PHÒNG (BORDER GUARDS),42,68,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,HẢI QUAN (CUSTOMS) | HẢI QUAN (CUSTOMS) | , | BIÊN PHÒNG (BORDER GUARDS),HẢI QUAN (CUSTOMS) | HẢI QUAN (CUSTOMS) | BIÊN PHÒNG (BORDER GUARDS) | BIÊN PHÒNG (BORDER GUARDS)
,,,,ent_e0982a75e2a5c13a,158_2024_nd_cp.mau_so_07_giay_phep_lien_van_giua_vietnam_va_campuchia_cho_phuong_tien_phi_thuong_mai.table_7.row_2.passage.s001,158_2024_NDCP,158/2024/ND-CP,DOCUMENT_OR_PERMIT,Ngày đi Exit date,0,17,0.9,entities_probe_2000,,table_like_sentence,, | Ngày về Re-entry date | Ngày đi Exit date | Ngày về Re-entry date,Ngày đi Exit date | Ngày về Re-entry date | Ngày đi Exit date | Ngày về Re-entry date
,,,,ent_e87713cd059452d7,158_2024_nd_cp.mau_so_07_giay_phep_lien_van_giua_vietnam_va_campuchia_cho_phuong_tien_phi_thuong_mai.table_7.row_2.passage.s001,158_2024_NDCP,158/2024/ND-CP,DOCUMENT_OR_PERMIT,Ngày về Re-entry date,20,41,0.9,entities_probe_2000,,table_like_sentence,Ngày đi Exit date | , | Ngày đi Exit date | Ngày về Re-entry date,Ngày đi Exit date | Ngày về Re-entry date | Ngày đi Exit date | Ngày về Re-entry date
,,,,ent_6ac812c421930b8b,158_2024_nd_cp.phu_luc_iii_mau_dang_ky_khai_thac_tuyen.table_10.row_1.passage.s001,158_2024_NDCP,158/2024/ND-CP,DOCUMENT_OR_PERMIT,"ĐƠN VỊ KDVT (Ký tên, đóng dấu)",0,30,0.9,entities_probe_2000,,table_like_sentence,,,"ĐƠN VỊ KDVT (Ký tên, đóng dấu)"
,,,,ent_75116c2880e7b0ea,160_2024_nd_cp.chuong_i.passage.s001,160_2024_NDCP,160/2024/ND-CP,DOCUMENT_OR_PERMIT,QUY ĐỊNH CHUNG,0,14,0.9,entities_probe_2000,,heading_like_sentence,,,QUY ĐỊNH CHUNG
,,,,ent_c3c4a5e5a2c615f6,160_2024_nd_cp.dieu_24.khoan_7.diem_a.passage.s004,160_2024_NDCP,160/2024/ND-CP,LICENSE_CLASS,hạng C1,12,19,1.0,regex_license_class,regex_supplement,,xe sát hạch ,", C, D1, D2, D, BE, C1E, CE, D1E, D2E và DE sử dụng loại chuyển số bằng tay","xe sát hạch hạng C1, C, D1, D2, D, BE, C1E, CE, D1E, D2E và DE sử dụng loại chuyển số bằng tay"
,,,,ent_18d55fff71d10e0b,160_2024_nd_cp.dieu_24.khoan_7.diem_a.passage.s004,160_2024_NDCP,160/2024/ND-CP,LICENSE_CLASS,C,21,22,1.0,regex_license_class,regex_supplement,,"xe sát hạch hạng C1, ",", D1, D2, D, BE, C1E, CE, D1E, D2E và DE sử dụng loại chuyển số bằng tay","xe sát hạch hạng C1, C, D1, D2, D, BE, C1E, CE, D1E, D2E và DE sử dụng loại chuyển số bằng tay"
,,,,ent_c7c4164f794aac53,160_2024_nd_cp.dieu_24.khoan_7.diem_a.passage.s004,160_2024_NDCP,160/2024/ND-CP,LICENSE_CLASS,D1,24,26,1.0,regex_license_class,regex_supplement,,"xe sát hạch hạng C1, C, ",", D2, D, BE, C1E, CE, D1E, D2E và DE sử dụng loại chuyển số bằng tay","xe sát hạch hạng C1, C, D1, D2, D, BE, C1E, CE, D1E, D2E và DE sử dụng loại chuyển số bằng tay"
,,,,ent_7e1da20a51742d8c,160_2024_nd_cp.dieu_24.khoan_7.diem_a.passage.s004,160_2024_NDCP,160/2024/ND-CP,LICENSE_CLASS,D2,28,30,1.0,regex_license_class,regex_supplement,,"xe sát hạch hạng C1, C, D1, ",", D, BE, C1E, CE, D1E, D2E và DE sử dụng loại chuyển số bằng tay","xe sát hạch hạng C1, C, D1, D2, D, BE, C1E, CE, D1E, D2E và DE sử dụng loại chuyển số bằng tay"
,,,,ent_8f7f62331c7e25e3,160_2024_nd_cp.dieu_1.text_1.passage.s009,160_2024_NDCP,160/2024/ND-CP,CONDITION,điều kiện sân tập lái,0,21,0.9,entities_probe_2000,,,, để sát hạch lái xe mô tô;,điều kiện sân tập lái để sát hạch lái xe mô tô;
,,,,ent_f802a6a0cd39266b,160_2024_nd_cp.dieu_1.text_1.passage.s009,160_2024_NDCP,160/2024/ND-CP,PROCEDURE,sát hạch lái xe mô tô,25,46,0.9,entities_probe_2000,,,điều kiện sân tập lái để ,;,điều kiện sân tập lái để sát hạch lái xe mô tô;
,,,,ent_b1a26cb3c58980cf,161_2024_nd_cp.phu_luc_ii_so_hieu_nguy_hiem.table_1.row_40.passage.s001,161_2024_NDCP,161/2024/ND-CP,TECHNICAL_REQUIREMENT,"chất rắn, độc, khi phản ứng với nước phát ra khí dễ cháy",6,62,0.9,entities_probe_2000,,table_like_sentence,462 | ,,"462 | chất rắn, độc, khi phản ứng với nước phát ra khí dễ cháy"
,,,,ent_25afb57dbf35b7b3,161_2024_nd_cp.phu_luc_ii_so_hieu_nguy_hiem.table_1.row_67.passage.s001,161_2024_NDCP,161/2024/ND-CP,TECHNICAL_REQUIREMENT,"chất có độc tính cao, ô xi hóa (tăng cường độ đám cháy)",6,61,0.9,entities_probe_2000,,table_like_sentence,665 | ,,"665 | chất có độc tính cao, ô xi hóa (tăng cường độ đám cháy)"
,,,,ent_964791123f84b10c,161_2024_nd_cp.phu_luc_ii_so_hieu_nguy_hiem.table_1.row_94.passage.s001,161_2024_NDCP,161/2024/ND-CP,TECHNICAL_REQUIREMENT,"chất có tính ăn mòn cao, độc, phản ứng nguy hiểm với nước 1",7,66,0.9,entities_probe_2000,,table_like_sentence,X886 | ,,"X886 | chất có tính ăn mòn cao, độc, phản ứng nguy hiểm với nước 1"
,,,,ent_17477bce5143b5bb,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_160.passage.s001,161_2024_NDCP,161/2024/ND-CP,TECHNICAL_REQUIREMENT,"ĐẦU NỔ, TÊN LỬA có hạt nổ",6,31,0.9,entities_probe_2000,,table_like_sentence,166 | ," | WARHEADS, ROCKET with bursting charge | 0287 | 1 | 1","166 | ĐẦU NỔ, TÊN LỬA có hạt nổ | WARHEADS, ROCKET with bursting charge | 0287 | 1 | 1"
,,,,ent_82d6d4ecbc3cb96a,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_213.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,"VẬT PHẨM, DỄ NỔ, N.O.S.",6,29,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,229 | ," | ARTICLES, EXPLOSIVE, N.O.S. | 0356 | 1 | 1","229 | VẬT PHẨM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0356 | 1 | 1"
,,,,ent_ed42e9b147a3633d,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_213.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,"ARTICLES, EXPLOSIVE, N.O.S.",32,59,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,"229 | VẬT PHẨM, DỄ NỔ, N.O.S. | ", | 0356 | 1 | 1,"229 | VẬT PHẨM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0356 | 1 | 1"
,,,,ent_46a78553103127ba,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_213.passage.s001,161_2024_NDCP,161/2024/ND-CP,FEE_OR_PAYMENT,0356,62,66,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,"229 | VẬT PHẨM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | ", | 1 | 1,"229 | VẬT PHẨM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0356 | 1 | 1"
,,,,ent_6220085788640a8a,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_213.passage.s001,161_2024_NDCP,161/2024/ND-CP,FEE_OR_PAYMENT,1,69,70,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,"229 | VẬT PHẨM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0356 | ", | 1,"229 | VẬT PHẨM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0356 | 1 | 1"
,,,,ent_a180511999004a3c,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_267.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,"HẠT NỔ ĐẨY, DÙNG CHO SÖNG ĐẠI BÁC",6,39,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence;overlap_conflict,287 | ," | CHARGES, PROPELLING, FOR CANNON | 0414 | 1 | 1","287 | HẠT NỔ ĐẨY, DÙNG CHO SÖNG ĐẠI BÁC | CHARGES, PROPELLING, FOR CANNON | 0414 | 1 | 1"
,,,,ent_74dd365101fcef32,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_267.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,"CHARGES, PROPELLING, FOR CANNON",42,73,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence;overlap_conflict,"287 | HẠT NỔ ĐẨY, DÙNG CHO SÖNG ĐẠI BÁC | ", | 0414 | 1 | 1,"287 | HẠT NỔ ĐẨY, DÙNG CHO SÖNG ĐẠI BÁC | CHARGES, PROPELLING, FOR CANNON | 0414 | 1 | 1"
,,,,ent_cc75284b4a3bb252,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_267.passage.s001,161_2024_NDCP,161/2024/ND-CP,FEE_OR_PAYMENT,0414,76,80,0.9,entities_probe_2000,overlap_conflict,table_like_sentence;heading_like_sentence;overlap_conflict,"287 | HẠT NỔ ĐẨY, DÙNG CHO SÖNG ĐẠI BÁC | CHARGES, PROPELLING, FOR CANNON | ", | 1 | 1,"287 | HẠT NỔ ĐẨY, DÙNG CHO SÖNG ĐẠI BÁC | CHARGES, PROPELLING, FOR CANNON | 0414 | 1 | 1"
,,,,ent_084b4e8eea282631,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_267.passage.s001,161_2024_NDCP,161/2024/ND-CP,FEE_OR_PAYMENT,1,78,79,0.9,entities_probe_2000,overlap_conflict,table_like_sentence;heading_like_sentence;overlap_conflict,"287 | HẠT NỔ ĐẨY, DÙNG CHO SÖNG ĐẠI BÁC | CHARGES, PROPELLING, FOR CANNON | 04",4 | 1 | 1,"287 | HẠT NỔ ĐẨY, DÙNG CHO SÖNG ĐẠI BÁC | CHARGES, PROPELLING, FOR CANNON | 0414 | 1 | 1"
,,,,ent_c07d06ef630da82e,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_321.passage.s001,161_2024_NDCP,161/2024/ND-CP,FEE_OR_PAYMENT,1,2,3,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,34," | VẶT PHẢM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0471 | 1 | 1.4","341 | VẶT PHẢM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0471 | 1 | 1.4"
,,,,ent_bd915769af2cc98d,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_321.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,"VẶT PHẢM, DỄ NỔ, N.O.S.",6,29,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,341 | ," | ARTICLES, EXPLOSIVE, N.O.S. | 0471 | 1 | 1.4","341 | VẶT PHẢM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0471 | 1 | 1.4"
,,,,ent_45c4696cd9e1b427,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_321.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,"ARTICLES, EXPLOSIVE, N.O.S.",32,59,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,"341 | VẶT PHẢM, DỄ NỔ, N.O.S. | ", | 0471 | 1 | 1.4,"341 | VẶT PHẢM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0471 | 1 | 1.4"
,,,,ent_473cdb842e7c879f,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_321.passage.s001,161_2024_NDCP,161/2024/ND-CP,FEE_OR_PAYMENT,0471,62,66,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,"341 | VẶT PHẢM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | ", | 1 | 1.4,"341 | VẶT PHẢM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0471 | 1 | 1.4"
,,,,ent_c1ef1575ba42f9fe,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_321.passage.s001,161_2024_NDCP,161/2024/ND-CP,FEE_OR_PAYMENT,1.4,73,76,0.9,entities_probe_2000,,table_like_sentence;heading_like_sentence,"341 | VẶT PHẢM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0471 | 1 | ",,"341 | VẶT PHẢM, DỄ NỔ, N.O.S. | ARTICLES, EXPLOSIVE, N.O.S. | 0471 | 1 | 1.4"
,,,,ent_3321e8fb0143b4b4,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_375.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,CLOPENTANFLOETAN (MÔI CHẤT LẠNH R 115),6,44,0.9,entities_probe_2000,,table_like_sentence;overlap_conflict,395 | , | CHLOROPENTAFLUORO­ ETHANE (REFRIGERANT GAS R 115) | 1020 | 2 | 2.2 | 20,395 | CLOPENTANFLOETAN (MÔI CHẤT LẠNH R 115) | CHLOROPENTAFLUORO­ ETHANE (REFRIGERANT GAS R 115) | 1020 | 2 | 2.2 | 20
,,,,ent_b3ca897e41d1f726,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_375.passage.s001,161_2024_NDCP,161/2024/ND-CP,VIOLATION_OR_BEHAVIOR,CHLOROPENTAFLUORO­ ETHANE (REFRIGERANT GAS R 115),47,96,0.9,entities_probe_2000,,table_like_sentence;overlap_conflict,395 | CLOPENTANFLOETAN (MÔI CHẤT LẠNH R 115) | , | 1020 | 2 | 2.2 | 20,395 | CLOPENTANFLOETAN (MÔI CHẤT LẠNH R 115) | CHLOROPENTAFLUORO­ ETHANE (REFRIGERANT GAS R 115) | 1020 | 2 | 2.2 | 20
,,,,ent_3e5d2921f2972a69,161_2024_nd_cp.phu_luc_i_danh_muc_hang_nguy_hiem.table_1.row_375.passage.s001,161_2024_NDCP,161/2024/ND-CP,FEE_OR_PAYMENT,1020,99,103,0.9,entities_probe_2000,overlap_conflict,table_like_sentence;overlap_conflict,PENTANFLOETAN (MÔI CHẤT LẠNH R 115) | CHLOROPENTAFLUORO­ ETHANE (REFRIGERANT GAS R 115) | , | 2 | 2.2 | 20,395 | CLOPENTANFLOETAN (MÔI CHẤT LẠNH R 115) | CHLOROPENTAFLUORO­ ETHANE (REFRIGERANT GAS R 115) | 1020 | 2 | 2.2 | 20
